   0.0000000000000000e+00  -7.4067400000000005e-01  -6.2830000000000004e-03
   4.9929999999998032e-03  -7.3958299999999999e-01  -6.2830000000000004e-03
   9.9999999999997868e-03  -7.3849200000000004e-01  -6.2830000000000004e-03
   1.4992999999999590e-02  -7.3631100000000005e-01  -6.2830000000000004e-03
   1.9999999999999574e-02  -7.3303799999999997e-01  -6.2830000000000004e-03
   2.4993000000000265e-02  -7.2976600000000003e-01  -6.2830000000000004e-03
   3.0000000000000249e-02  -7.2431199999999996e-01  -6.2830000000000004e-03
   3.4993000000000052e-02  -7.1885699999999997e-01  -6.2830000000000004e-03
   4.0000000000000036e-02  -7.1122200000000002e-01  -6.2830000000000004e-03
   4.4993999999999978e-02  -7.0358600000000004e-01  -6.2830000000000004e-03
   4.9999999999999822e-02  -6.9485900000000000e-01  -6.2830000000000004e-03
   5.4992999999999626e-02  -6.8504200000000004e-01  -9.4249999999999994e-03
   6.0000999999999749e-02  -6.7522400000000005e-01  -9.4249999999999994e-03
   6.4993999999999552e-02  -6.6322499999999995e-01  -9.4249999999999994e-03
   7.0001000000000424e-02  -6.5122599999999997e-01  -9.4249999999999994e-03
   7.4994000000000227e-02  -6.3704499999999997e-01  -1.2566000000000001e-02
   8.0001000000000211e-02  -6.2286399999999997e-01  -1.2566000000000001e-02
   8.4994000000000014e-02  -6.0868400000000000e-01  -1.2566000000000001e-02
   8.9999999999999858e-02  -5.9232099999999999e-01  -1.2566000000000001e-02
   9.4993999999999801e-02  -5.7595900000000000e-01  -1.5708000000000000e-02
   9.9999999999999645e-02  -5.5850500000000003e-01  -1.5708000000000000e-02
   1.0499399999999959e-01  -5.3996100000000002e-01  -1.5708000000000000e-02
   1.1000099999999957e-01  -5.2141700000000002e-01  -1.5708000000000000e-02
   1.1499400000000026e-01  -5.0069100000000000e-01  -1.8849999999999999e-02
   1.2000100000000025e-01  -4.8105599999999998e-01  -1.8849999999999999e-02
   1.2499400000000005e-01  -4.6033099999999999e-01  -1.8849999999999999e-02
   1.3000100000000003e-01  -4.3851400000000001e-01  -2.1991000000000000e-02
   1.3499399999999984e-01  -4.1560700000000000e-01  -2.1991000000000000e-02
   1.4000099999999982e-01  -3.9269900000000002e-01  -2.1991000000000000e-02
   1.4499399999999962e-01  -3.6979200000000001e-01  -2.1991000000000000e-02
   1.5000099999999961e-01  -3.4579300000000002e-01  -2.5132999999999999e-02
   1.5499400000000030e-01  -3.2070399999999999e-01  -2.5132999999999999e-02
   1.6000100000000028e-01  -2.9670600000000003e-01  -2.5132999999999999e-02
   1.6499400000000009e-01  -2.7161700000000000e-01  -2.5132999999999999e-02
   1.7000100000000007e-01  -2.4652800000000000e-01  -2.8274000000000001e-02
   1.7499399999999987e-01  -2.2034799999999999e-01  -2.8274000000000001e-02
   1.8000099999999986e-01  -1.9416800000000001e-01  -2.8274000000000001e-02
   1.8499399999999966e-01  -1.6798800000000000e-01  -2.8274000000000001e-02
   1.9000099999999964e-01  -1.4180799999999999e-01  -2.8274000000000001e-02
   1.9499400000000033e-01  -1.1562799999999999e-01  -2.8274000000000001e-02
   2.0000100000000032e-01  -8.8357000000000005e-02  -2.8274000000000001e-02
   2.0499400000000012e-01  -6.2177000000000003e-02  -2.8274000000000001e-02
   2.1000100000000010e-01  -3.5997000000000001e-02  -2.8274000000000001e-02
   2.1499399999999991e-01  -9.8169999999999993e-03  -2.8274000000000001e-02
