   0.0000000000000000e+00   7.7012700000000001e-01   0.0000000000000000e+00
   5.0100000000004030e-03   7.7012700000000001e-01   0.0000000000000000e+00
   9.9999999999997868e-03   7.6903600000000005e-01   0.0000000000000000e+00
   1.5010000000000190e-02   7.6903600000000005e-01   0.0000000000000000e+00
   1.9999999999999574e-02   7.6794499999999999e-01   0.0000000000000000e+00
   2.5009999999999977e-02   7.6685400000000004e-01   0.0000000000000000e+00
   2.9999999999999361e-02   7.6467200000000002e-01   0.0000000000000000e+00
   3.5009999999999764e-02   7.6358199999999998e-01   0.0000000000000000e+00
   4.0000000000000924e-02   7.6139999999999997e-01   0.0000000000000000e+00
   4.5009999999999550e-02   7.5812700000000000e-01   0.0000000000000000e+00
   5.0000000000000711e-02   7.5485500000000005e-01   0.0000000000000000e+00
   5.5009999999999337e-02   7.4940099999999998e-01   0.0000000000000000e+00
   6.0000000000000497e-02   7.4394700000000002e-01   0.0000000000000000e+00
   6.5010000000000900e-02   7.3631100000000005e-01   0.0000000000000000e+00
   7.0000000000000284e-02   7.2867499999999996e-01   3.1419999999999998e-03
   7.5010000000000687e-02   7.1994800000000003e-01   3.1419999999999998e-03
   8.0000000000000071e-02   7.1013099999999996e-01   3.1419999999999998e-03
   8.5010000000000474e-02   6.9922300000000004e-01   3.1419999999999998e-03
   8.9999999999999858e-02   6.8722300000000003e-01   6.2830000000000004e-03
   9.5010000000000261e-02   6.7413299999999998e-01   6.2830000000000004e-03
   9.9999999999999645e-02   6.6104300000000005e-01   6.2830000000000004e-03
   1.0501000000000005e-01   6.4577200000000001e-01   9.4249999999999994e-03
   1.0999999999999943e-01   6.3049999999999995e-01   9.4249999999999994e-03
   1.1500999999999983e-01   6.1413799999999996e-01   1.2566000000000001e-02
   1.2000000000000099e-01   5.9668399999999999e-01   1.2566000000000001e-02
   1.2500999999999962e-01   5.7813999999999999e-01   1.2566000000000001e-02
   1.3000000000000078e-01   5.5959599999999998e-01   1.5708000000000000e-02
   1.3500999999999941e-01   5.3996100000000002e-01   1.5708000000000000e-02
   1.4000000000000057e-01   5.2032599999999996e-01   1.8849999999999999e-02
   1.4501000000000097e-01   4.9959999999999999e-01   1.8849999999999999e-02
   1.5000000000000036e-01   4.7778399999999999e-01   2.1991000000000000e-02
   1.5501000000000076e-01   4.5487600000000000e-01   2.1991000000000000e-02
