   0.0000000000000000e+00   4.7560200000000002e-01   3.1419999999999998e-03
   5.0000000000007816e-03   4.7560200000000002e-01   3.1419999999999998e-03
   9.9999999999997868e-03   4.7560200000000002e-01   3.1419999999999998e-03
   1.4989999999999171e-02   4.7560200000000002e-01   3.1419999999999998e-03
   1.9999999999999574e-02   4.7451100000000002e-01   3.1419999999999998e-03
   2.4990000000000734e-02   4.7233000000000003e-01   3.1419999999999998e-03
   2.9999999999999361e-02   4.7014800000000001e-01   3.1419999999999998e-03
   3.4990000000000521e-02   4.6687600000000001e-01   3.1419999999999998e-03
   3.9999999999999147e-02   4.6360299999999999e-01   6.2830000000000004e-03
   4.4999999999999929e-02   4.5923999999999998e-01   6.2830000000000004e-03
   5.0000000000000711e-02   4.5378600000000002e-01   6.2830000000000004e-03
   5.4999999999999716e-02   4.4833099999999998e-01   6.2830000000000004e-03
   6.0000000000000497e-02   4.4178600000000001e-01   6.2830000000000004e-03
   6.4999999999999503e-02   4.3524099999999999e-01   6.2830000000000004e-03
   7.0000000000000284e-02   4.2760599999999999e-01   9.4249999999999994e-03
   7.4999999999999289e-02   4.1887900000000000e-01   9.4249999999999994e-03
   8.0000000000000071e-02   4.1015200000000002e-01   9.4249999999999994e-03
   8.4999999999999076e-02   4.0142600000000001e-01   9.4249999999999994e-03
   8.9999999999999858e-02   3.9051700000000000e-01   9.4249999999999994e-03
   9.5000000000000639e-02   3.8069999999999998e-01   1.2566000000000001e-02
   9.9999999999999645e-02   3.6979200000000001e-01   1.2566000000000001e-02
   1.0500000000000043e-01   3.5779200000000000e-01   1.2566000000000001e-02
   1.0999999999999943e-01   3.4688400000000003e-01   1.2566000000000001e-02
   1.1500000000000021e-01   3.3379399999999998e-01   1.2566000000000001e-02
   1.1999999999999922e-01   3.2070399999999999e-01   1.5708000000000000e-02
   1.2500000000000000e-01   3.0761400000000000e-01   1.5708000000000000e-02
   1.3000000000000078e-01   2.9452400000000001e-01   1.5708000000000000e-02
   1.3499999999999979e-01   2.8034399999999998e-01   1.5708000000000000e-02
   1.4000000000000057e-01   2.6616299999999998e-01   1.5708000000000000e-02
   1.4499999999999957e-01   2.5089099999999998e-01   1.5708000000000000e-02
   1.5000000000000036e-01   2.3671000000000000e-01   1.5708000000000000e-02
   1.5499999999999936e-01   2.2143900000000000e-01   1.5708000000000000e-02
   1.6000000000000014e-01   2.0507600000000001e-01   1.5708000000000000e-02
   1.6499999999999915e-01   1.8980500000000000e-01   1.5708000000000000e-02
   1.6999999999999993e-01   1.7344200000000001e-01   1.5708000000000000e-02
   1.7500000000000071e-01   1.5817000000000001e-01   1.5708000000000000e-02
   1.7999999999999972e-01   1.4180799999999999e-01   1.5708000000000000e-02
   1.8500000000000050e-01   1.2544600000000000e-01   1.5708000000000000e-02
   1.8999999999999950e-01   1.0908300000000000e-01   1.5708000000000000e-02
   1.9500000000000028e-01   9.1630000000000003e-02   1.5708000000000000e-02
   1.9999999999999929e-01   7.5267000000000001e-02   1.5708000000000000e-02
   2.0500000000000007e-01   5.8904999999999999e-02   1.5708000000000000e-02
   2.0999999999999908e-01   4.1452000000000003e-02   1.5708000000000000e-02
   2.1499999999999986e-01   2.5089000000000000e-02   1.5708000000000000e-02
   2.2000000000000064e-01   8.7270000000000004e-03   1.5708000000000000e-02
